lemma	source
escondite|NOUN|Masc	esconder|VERB
escopetazo|NOUN|Masc	escopeta|NOUN|Fem
escorial|NOUN|Masc	escoria|NOUN|Fem
escorzo|NOUN|Masc	escorzar|VERB
escotado|ADJ	escote|NOUN|Masc
escotadura|NOUN|Fem	escote|NOUN|Masc
escozor|NOUN|Masc	escocer|VERB
escribiente|NOUN|Masc	escribir|VERB
escritora|NOUN|Fem	escritor|NOUN|Masc
escritorio|NOUN|Masc	escribir|VERB
escritor|NOUN|Masc	escribir|VERB
escrito|ADJ	escribir|VERB
escritura|NOUN|Fem	escribir|VERB
escrupulosidad|NOUN|Fem	escrupuloso|ADJ
escrupuloso|ADJ	escrúpulo|NOUN|Masc
escuchado|ADJ	escuchar|VERB
escucha|NOUN|Fem	escuchar|VERB
escudero|NOUN|Masc	escudo|NOUN|Masc
escudete|NOUN|Masc	escudar|VERB
escudo|NOUN|Masc	escudar|VERB
escudriñamiento|NOUN|Masc	escudriñar|VERB
esculpido|ADJ	esculpir|VERB
escultora|NOUN|Fem	escultor|NOUN|Masc
escultor|NOUN|Masc	escultura|NOUN|Fem
escultural|ADJ	escultura|NOUN|Fem
escultura|NOUN|Fem	esculpir|VERB
escultórico|ADJ	escultor|NOUN|Masc
escupido|ADJ	escupir|VERB
escurreplatos|NOUN|Masc	plato|NOUN|Masc
escurridero|NOUN|Masc	escurrir|VERB
escurridizo|ADJ	escurrir|VERB
escurridor|ADJ	escurrir|VERB
escurridor|NOUN|Masc	escurrir|VERB
escurrido|ADJ	escurrir|VERB
escénico|ADJ	escena|NOUN|Fem
esencialidad|NOUN|Fem	esencial|ADJ
esencialismo|NOUN|Masc	esencial|ADJ
esencial|ADJ	esencia|NOUN|Fem
esforzado|ADJ	esforzar|VERB
esfuerzo|NOUN|Masc	esforzar|VERB
esfumado|ADJ	esfumar|VERB
esférico|ADJ	esfera|NOUN|Fem
esgrimadora|NOUN|Fem	esgrimador|NOUN|Masc
esgrimador|NOUN|Masc	esgrimir|VERB
esgrima|NOUN|Fem	esgrimir|VERB
esgrimidora|NOUN|Fem	esgrimidor|NOUN|Masc
esgrimidor|NOUN|Masc	esgrimir|VERB
esgrimido|ADJ	esgrimir|VERB
esgrimista|NOUN|Masc	esgrima|NOUN|Fem
eslabonamiento|NOUN|Masc	eslabonar|VERB
esmalte|NOUN|Masc	esmaltar|VERB
esmerado|ADJ	esmerar|VERB
esmero|NOUN|Masc	esmerar|VERB
esnobismo|NOUN|Masc	esnob|ADJ
espaciado|ADJ	espaciar|VERB
espacial|ADJ	espacio|NOUN|Masc
espaciosidad|NOUN|Fem	espacioso|ADJ
espacioso|ADJ	espacio|NOUN|Masc
espacio|NOUN|Masc	espaciar|VERB
espaldar|NOUN|Masc	espalda|NOUN|Fem
espaldudo|ADJ	espalda|NOUN|Fem
espantada|NOUN|Fem	espantar|VERB
espantadizo|ADJ	espantar|VERB
espantador|ADJ	espantar|VERB
espantado|ADJ	espantar|VERB
espantapájaros|NOUN|Masc	pájaro|NOUN|Masc
espantoso|ADJ	espantar|VERB
espanto|NOUN|Masc	espantar|VERB
esparcimiento|NOUN|Masc	esparcir|VERB
espasmódico|ADJ	espasmo|NOUN|Masc
españolada|NOUN|Fem	español|ADJ
españolismo|NOUN|Masc	español|ADJ
españolista|NOUN|Masc	español|ADJ
español|NOUN|Masc	español|ADJ
especialidad|NOUN|Fem	especial|ADJ
especialista|NOUN|Masc	especial|ADJ
especialización|NOUN|Fem	especializar|VERB
especializado|ADJ	especializar|VERB
especializar|VERB	especial|ADJ
especificable|ADJ	especificar|VERB
especificación|NOUN|Fem	especificar|VERB
especificador|ADJ	especificar|VERB
especificado|ADJ	especificar|VERB
especificar|VERB	específico|ADJ
especificidad|NOUN|Fem	específico|ADJ
espectacularidad|NOUN|Fem	espectacular|ADJ
espectacular|ADJ	espectáculo|NOUN|Masc
espectadora|NOUN|Fem	espectador|NOUN|Masc
espectador|NOUN|Masc	espectáculo|NOUN|Masc
espectral|ADJ	espectro|NOUN|Masc
especulación|NOUN|Fem	especular|VERB
especuladora|NOUN|Fem	especulador|NOUN|Masc
especulador|ADJ	especular|VERB
especulador|NOUN|Masc	especular|VERB
especulado|ADJ	especular|VERB
espejear|VERB	espejo|NOUN|Masc
espejeo|NOUN|Masc	espejear|VERB
espejismo|NOUN|Masc	espejo|NOUN|Masc
espejo|NOUN|Masc	espejar|VERB
esperable|ADJ	esperar|VERB
esperado|ADJ	esperar|VERB
esperanzar|VERB	esperanza|NOUN|Fem
esperanza|NOUN|Fem	esperar|VERB
espera|NOUN|Fem	esperar|VERB
esperón|NOUN|Masc	esperar|VERB
espesador|NOUN|Masc	espesar|VERB
espesado|ADJ	espesar|VERB
espesamiento|NOUN|Masc	espesar|VERB
espesar|VERB	espeso|ADJ
espesor|NOUN|Masc	espeso|ADJ
espesura|NOUN|Fem	espeso|ADJ
espeto|NOUN|Masc	espetar|VERB
espiado|ADJ	espiar|VERB
espigo|NOUN|Masc	espigar|VERB
espinal|ADJ	espina|NOUN|Fem
espinilla|NOUN|Fem	espina|NOUN|Fem
espinoso|ADJ	espina|NOUN|Fem
espionaje|NOUN|Masc	espión|NOUN|Fem
espiona|NOUN|Fem	espión|NOUN|Masc
espiración|NOUN|Fem	espirar|VERB
espirador|ADJ	espirar|VERB
espirado|ADJ	espirar|VERB
espiral|NOUN|Masc	espira|NOUN|Fem
espiritualidad|NOUN|Fem	espiritual|ADJ
espiritualismo|NOUN|Masc	espiritual|ADJ
espiritual|ADJ	espíritu|NOUN|Masc
espión|NOUN|Fem	espiar|VERB
esplendoroso|ADJ	esplendor|NOUN|Masc
esplendor|NOUN|Masc	espléndido|ADJ
espolvorear|VERB	polvorear|VERB
esponjar|VERB	esponja|NOUN|Fem
esponjoso|ADJ	esponja|NOUN|Fem
espontaneidad|NOUN|Fem	espontáneo|ADJ
esposa|NOUN|Fem	esposo|NOUN|Masc
espumadera|NOUN|Fem	espuma|NOUN|Fem
espumaje|NOUN|Masc	espumar|VERB
espumante|NOUN|Masc	espumar|VERB
espumar|VERB	espuma|NOUN|Fem
espumoso|ADJ	espuma|NOUN|Fem
esputo|NOUN|Masc	esputar|VERB
espía|NOUN|Fem	espiar|VERB
esquelético|ADJ	esqueleto|NOUN|Masc
esquemático|ADJ	esquema|NOUN|Masc
esquiadora|NOUN|Fem	esquiador|NOUN|Masc
esquiador|NOUN|Masc	esquiar|VERB
esquiado|ADJ	esquiar|VERB
esquiaje|NOUN|Masc	esquiar|VERB
esquiar|VERB	esquí|NOUN|Masc
esquilador|ADJ	esquilar|VERB
esquilado|ADJ	esquilar|VERB
esquilón|NOUN|Masc	esquilar|VERB
esquivado|ADJ	esquivar|VERB
esquizofrénico|ADJ	esquizofrenia|NOUN|Fem
estabilidad|NOUN|Fem	estable|ADJ
estabilización|NOUN|Fem	estabilizar|VERB
estabilizador|ADJ	estabilizar|VERB
estabilizado|ADJ	estabilizar|VERB
estabilizar|VERB	estable|ADJ
establecedor|ADJ	establecer|VERB
establecido|ADJ	establecer|VERB
establecimiento|NOUN|Masc	establecer|VERB
estacada|NOUN|Fem	estaca|NOUN|Fem
estacionado|ADJ	estacionar|VERB
estacional|ADJ	estación|NOUN|Fem
estacionamiento|NOUN|Masc	estacionar|VERB
estacionario|ADJ	estación|NOUN|Fem
estacionar|VERB	estación|NOUN|Fem
estadio|NOUN|Masc	estado|NOUN|Masc
estadista|NOUN|Masc	estado|NOUN|Masc
estadizo|ADJ	estar|VERB
estadía|NOUN|Fem	estar|VERB
estafadora|NOUN|Fem	estafador|NOUN|Masc
estafador|NOUN|Masc	estafar|VERB
estafado|ADJ	estafar|VERB
estafa|NOUN|Fem	estafar|VERB
estallado|ADJ	estallar|VERB
estallido|NOUN|Masc	estallar|VERB
estamental|ADJ	estamento|NOUN|Masc
estampación|NOUN|Fem	estampar|VERB
estampado|ADJ	estampar|VERB
estampado|NOUN|Masc	estampa|NOUN|Fem
estampido|NOUN|Masc	estampar|VERB
estampilla|NOUN|Fem	estampa|NOUN|Fem
estancado|ADJ	estancar|VERB
estancamiento|NOUN|Masc	estancar|VERB
estancia|NOUN|Fem	estar|VERB
estanco|NOUN|Masc	estancar|VERB
estandarizar|VERB	estándar|NOUN|Masc
estandarte|NOUN|Masc	estándar|NOUN|Masc
estanquero|NOUN|Masc	estanque|NOUN|Masc
estanque|NOUN|Masc	estancar|VERB
estantal|NOUN|Masc	estante|NOUN|Masc
estantería|NOUN|Fem	estante|NOUN|Masc
estarcido|NOUN|Masc	estarcir|VERB
estatalismo|NOUN|Masc	estatal|ADJ
estatal|ADJ	estado|NOUN|Masc
estatuario|ADJ	estatua|NOUN|Fem
estatuilla|NOUN|Fem	estatua|NOUN|Fem
estatura|NOUN|Fem	estatua|NOUN|Fem
estatutario|ADJ	estatuto|NOUN|Masc
estaño|NOUN|Masc	estañar|VERB
estelar|ADJ	estrella|NOUN|Fem
estereofónico|ADJ	estereofonía|NOUN|Fem
estereotipado|ADJ	estereotipar|VERB
estereotipo|NOUN|Masc	estereotipar|VERB
estereotípico|ADJ	estereotipo|NOUN|Masc
esterilidad|NOUN|Fem	estéril|ADJ
esterilización|NOUN|Fem	esterilizar|VERB
esterilizador|ADJ	esterilizar|VERB
esterilizado|ADJ	esterilizar|VERB
esterilizar|VERB	estéril|ADJ
esterilla|NOUN|Fem	estera|NOUN|Fem
estero|NOUN|Masc	esterar|VERB
estilado|ADJ	estilar|VERB
estilista|NOUN|Masc	estilo|NOUN|Masc
estilografía|NOUN|Fem	estilo|NOUN|Masc
estilográfico|ADJ	estilografía|NOUN|Fem
estilo|NOUN|Masc	estilar|VERB
estilístico|ADJ	estilo|NOUN|Masc
estimable|ADJ	estimar|VERB
estimación|NOUN|Fem	estimar|VERB
estimador|ADJ	estimar|VERB
estimado|ADJ	estimar|VERB
estima|NOUN|Fem	estimar|VERB
estimulación|NOUN|Fem	estimular|VERB
estimulador|ADJ	estimular|VERB
estimulado|ADJ	estimular|VERB
estimulante|NOUN|Masc	estimular|VERB
estirada|NOUN|Fem	estirar|VERB
estirado|ADJ	estirar|VERB
estiraje|NOUN|Masc	estirar|VERB
estiramiento|NOUN|Masc	estirar|VERB
estira|NOUN|Fem	estirar|VERB
estirón|NOUN|Masc	estirar|VERB
estival|ADJ	verano|NOUN|Masc
estocada|NOUN|Fem	estoca|NOUN|Fem
estofado|ADJ	estofar|VERB
estorbado|ADJ	estorbar|VERB
estorbo|NOUN|Masc	estorbar|VERB
estornudado|ADJ	estornudar|VERB
estornudo|NOUN|Masc	estornudar|VERB
estrago|NOUN|Masc	estragar|VERB
estrangulación|NOUN|Fem	estrangular|VERB
estrangulamiento|NOUN|Masc	estrangular|VERB
estratificación|NOUN|Fem	estratificar|VERB
estratificar|VERB	estrato|NOUN|Masc
estratosférico|ADJ	estratosfera|NOUN|Fem
estratégico|ADJ	estrategia|NOUN|Fem
estrechado|ADJ	estrechar|VERB
estrechamiento|NOUN|Masc	estrechar|VERB
estrechar|VERB	estrecho|ADJ
estrechez|NOUN|Fem	estrecho|ADJ
estrellado|ADJ	estrellar|VERB
estrella|NOUN|Fem	estrellar|VERB
estremecedor|ADJ	estremecer|VERB
estremecido|ADJ	estremecer|VERB
estremecimiento|NOUN|Masc	estremecer|VERB
estrenado|ADJ	estrenar|VERB
estreno|NOUN|Masc	estrenar|VERB
estrepitoso|ADJ	estrépito|NOUN|Masc
estresar|VERB	estrés|NOUN|Masc
estreñimiento|NOUN|Masc	estreñir|VERB
estriado|ADJ	estriar|VERB
estribación|NOUN|Fem	estribar|VERB
estribado|ADJ	estribar|VERB
estribillo|NOUN|Masc	estribo|NOUN|Masc
estribora|NOUN|Fem	estribor|NOUN|Masc
estropeado|ADJ	estropear|VERB
estropeo|NOUN|Masc	estropear|VERB
estructuración|NOUN|Fem	estructurar|VERB
estructurado|ADJ	estructurar|VERB
estructuralismo|NOUN|Masc	estructural|ADJ
estructural|ADJ	estructura|NOUN|Fem
estructura|NOUN|Fem	estructurar|VERB
estruendoso|ADJ	estruendo|NOUN|Masc
estrujador|ADJ	estrujar|VERB
estrujado|ADJ	estrujar|VERB
estrujamiento|NOUN|Masc	estrujar|VERB
estudiado|ADJ	estudiar|VERB
estudiantado|NOUN|Masc	estudiante|NOUN|Masc
estudiante|NOUN|Fem	estudiante|NOUN|Masc
estudiante|NOUN|Masc	estudiar|VERB
estudiantil|ADJ	estudiante|NOUN|Masc
estudioso|ADJ	estudiar|VERB
estudio|NOUN|Masc	estudiar|VERB
estupidez|NOUN|Fem	estúpido|ADJ
estupro|NOUN|Masc	estuprar|VERB
estético|ADJ	estética|NOUN|Fem
estímulo|NOUN|Masc	estimular|VERB
eternidad|NOUN|Fem	eterno|ADJ
eternizado|ADJ	eternizar|VERB
eternizar|VERB	eterno|ADJ
etiquetaje|NOUN|Masc	etiquetar|VERB
etiquetar|VERB	etiqueta|NOUN|Fem
etnográfico|ADJ	etnografía|NOUN|Fem
eufórico|ADJ	euforia|NOUN|Fem
evacuación|NOUN|Fem	evacuar|VERB
evacuado|ADJ	evacuar|VERB
evadido|ADJ	evadir|VERB
evaluación|NOUN|Fem	evaluar|VERB
evaluadora|NOUN|Fem	evaluador|NOUN|Masc
evaluador|ADJ	evaluar|VERB
evaluador|NOUN|Masc	evaluar|VERB
evaluado|ADJ	evaluar|VERB
evangeliario|NOUN|Masc	evangelio|NOUN|Masc
evangelización|NOUN|Fem	evangelizar|VERB
evangelizar|VERB	evangelio|NOUN|Masc
evangélico|ADJ	evangelio|NOUN|Masc
evaporación|NOUN|Fem	evaporar|VERB
evaporador|ADJ	evaporar|VERB
evaporado|ADJ	evaporar|VERB
evasivo|ADJ	evadir|VERB
evasión|NOUN|Fem	evadir|VERB
evasora|NOUN|Fem	evasor|NOUN|Masc
evasor|NOUN|Masc	evadir|VERB
eventualidad|NOUN|Fem	eventual|ADJ
eventual|ADJ	evento|NOUN|Masc
evidenciado|ADJ	evidenciar|VERB
evidenciar|VERB	evidencia|NOUN|Fem
evidencia|NOUN|Fem	evidente|ADJ
evitable|ADJ	evitar|VERB
evitado|ADJ	evitar|VERB
evocación|NOUN|Fem	evocar|VERB
evocador|ADJ	evocar|VERB
evocado|ADJ	evocar|VERB
evolucionado|ADJ	evolucionar|VERB
evolucionar|VERB	evolución|NOUN|Fem
evolucionista|ADJ	evolución|NOUN|Fem
evolucionista|NOUN|Masc	evolución|NOUN|Fem
evolutivo|ADJ	evolución|NOUN|Fem
ex-campeona|NOUN|Fem	ex-campeón|NOUN|Masc
ex-campeón|NOUN|Masc	campeón|NOUN|Masc
exactitud|NOUN|Fem	exacto|ADJ
exageración|NOUN|Fem	exagerar|VERB
exagerador|ADJ	exagerar|VERB
exagerado|ADJ	exagerar|VERB
exaltación|NOUN|Fem	exaltar|VERB
exaltador|ADJ	exaltar|VERB
exaltado|ADJ	exaltar|VERB
examinador|ADJ	examinar|VERB
examinador|NOUN|Masc	examinar|VERB
examinado|ADJ	examinar|VERB
examinar|VERB	examen|NOUN|Masc
exasperación|NOUN|Fem	exasperar|VERB
exasperado|ADJ	exasperar|VERB
excarcelado|ADJ	excarcelar|VERB
excarcelar|VERB	cárcel|NOUN|Fem
excavación|NOUN|Fem	excavar|VERB
excedencia|NOUN|Fem	exceder|VERB
excedentario|ADJ	excedente|NOUN|Masc
excedente|ADJ	exceder|VERB
excedente|NOUN|Masc	exceder|VERB
excedido|ADJ	exceder|VERB
excelencia|NOUN|Fem	excelente|ADJ
excepcionalidad|NOUN|Fem	excepcional|ADJ
excepcional|ADJ	excepción|NOUN|Fem
excepción|NOUN|Fem	exceptuar|VERB
excesivo|ADJ	exceso|NOUN|Masc
excitación|NOUN|Fem	excitar|VERB
excitador|ADJ	excitar|VERB
excitado|ADJ	excitar|VERB
exclamación|NOUN|Fem	exclamar|VERB
exclamado|ADJ	exclamar|VERB
exclamar|VERB	clamar|VERB
excluible|ADJ	excluir|VERB
excluidor|ADJ	excluir|VERB
excluido|ADJ	excluir|VERB
exclusiva|NOUN|Fem	exclusivo|ADJ
exclusividad|NOUN|Fem	exclusivo|ADJ
exclusivismo|NOUN|Masc	exclusivo|ADJ
exclusión|NOUN|Fem	excluir|VERB
excremento|NOUN|Masc	excrementar|VERB
excretora|NOUN|Fem	excretor|NOUN|Masc
exculpado|ADJ	exculpar|VERB
exculpar|VERB	culpar|VERB
excursionismo|NOUN|Masc	excursión|NOUN|Fem
excursionista|NOUN|Masc	excursión|NOUN|Fem
excusable|ADJ	excusar|VERB
excusador|ADJ	excusar|VERB
excusado|ADJ	excusar|VERB
excusa|NOUN|Fem	excusar|VERB
exdirectora|NOUN|Fem	exdirector|NOUN|Masc
exdirector|NOUN|Masc	director|NOUN|Masc
exfoliación|NOUN|Fem	exfoliar|VERB
exfoliado|ADJ	exfoliar|VERB
exhalación|NOUN|Fem	exhalar|VERB
exhibición|NOUN|Fem	exhibir|VERB
exhibido|ADJ	exhibir|VERB
exhortación|NOUN|Fem	exhortar|VERB
exhortador|ADJ	exhortar|VERB
exhortado|ADJ	exhortar|VERB
exhorto|NOUN|Masc	exhortar|VERB
exhumación|NOUN|Fem	exhumar|VERB
exigencia|NOUN|Fem	exigir|VERB
exigente|ADJ	exigir|VERB
exigible|ADJ	exigir|VERB
exigido|ADJ	exigir|VERB
exiliado|ADJ	exiliar|VERB
exilio|NOUN|Masc	exiliar|VERB
existencialismo|NOUN|Masc	existencial|ADJ
existencial|ADJ	existencia|NOUN|Fem
existencia|NOUN|Fem	existir|VERB
existente|ADJ	existir|VERB
existido|ADJ	existir|VERB
exitazo|NOUN|Masc	éxito|NOUN|Masc
exitoso|ADJ	éxito|NOUN|Masc
expandible|ADJ	expandir|VERB
expandido|ADJ	expandir|VERB
expansionismo|NOUN|Masc	expansión|NOUN|Fem
expansivo|ADJ	expansión|NOUN|Fem
expansión|NOUN|Fem	expandir|VERB
expansora|NOUN|Fem	expansor|NOUN|Masc
expansor|ADJ	expandir|VERB
expectación|NOUN|Fem	expectar|VERB
expectativa|NOUN|Fem	expectar|VERB
expedicionario|ADJ	expedición|NOUN|Fem
expedicionario|NOUN|Masc	expedición|NOUN|Fem
expedición|NOUN|Fem	expedir|VERB
expedidora|NOUN|Fem	expedidor|NOUN|Masc
expedidor|ADJ	expedir|VERB
expedidor|NOUN|Masc	expedir|VERB
expedido|ADJ	expedir|VERB
expediente|NOUN|Masc	expedientar|VERB
expeditora|NOUN|Fem	expeditor|NOUN|Masc
expeditor|NOUN|Masc	expedir|VERB
experimentación|NOUN|Fem	experimentar|VERB
experimentador|ADJ	experimentar|VERB
experimentado|ADJ	experimentar|VERB
experimentalismo|NOUN|Masc	experimental|ADJ
experimental|ADJ	experimento|NOUN|Masc
experimentar|VERB	experiencia|NOUN|Fem
experimento|NOUN|Masc	experimentar|VERB
expiación|NOUN|Fem	expiar|VERB
expiración|NOUN|Fem	expirar|VERB
expirado|ADJ	expirar|VERB
explicable|ADJ	explicar|VERB
explicación|NOUN|Fem	explicar|VERB
explicador|ADJ	explicar|VERB
explicado|ADJ	explicar|VERB
exploración|NOUN|Fem	explorar|VERB
exploradora|NOUN|Fem	explorador|NOUN|Masc
explorador|ADJ	explorar|VERB
explorador|NOUN|Masc	explorar|VERB
explorado|ADJ	explorar|VERB
explosividad|NOUN|Fem	explosivo|ADJ
explosivo|ADJ	explotar|VERB
explosión|NOUN|Fem	explotar|VERB
explotación|NOUN|Fem	explotar|VERB
explotadora|NOUN|Fem	explotador|NOUN|Masc
explotador|ADJ	explotar|VERB
explotador|NOUN|Masc	explotar|VERB
explotado|ADJ	explotar|VERB
expoliadora|NOUN|Fem	expoliador|NOUN|Masc
expoliador|NOUN|Masc	expoliar|VERB
expolio|NOUN|Masc	expoliar|VERB
exponente|NOUN|Masc	exponer|VERB
exportable|ADJ	exportar|VERB
exportación|NOUN|Fem	exportar|VERB
exportadora|NOUN|Fem	exportador|NOUN|Masc
exportador|ADJ	exportar|VERB
exportador|NOUN|Masc	exportar|VERB
exportado|ADJ	exportar|VERB
exposición|NOUN|Fem	exponer|VERB
expositora|NOUN|Fem	expositor|NOUN|Masc
expresado|ADJ	expresar|VERB
expresionista|ADJ	expresionismo|NOUN|Masc
expresionista|NOUN|Masc	expresión|NOUN|Fem
expresividad|NOUN|Fem	expresivo|ADJ
expresivo|ADJ	expresar|VERB
expresión|NOUN|Fem	expresar|VERB
expreso|ADJ	expresar|VERB
exprimidor|NOUN|Masc	exprimir|VERB
exprimido|ADJ	exprimir|VERB
expropiación|NOUN|Fem	expropiar|VERB
expropiador|ADJ	expropiar|VERB
expropiado|ADJ	expropiar|VERB
expuesto|ADJ	exponer|VERB
expulsado|ADJ	expulsar|VERB
expulsión|NOUN|Fem	expulsar|VERB
expulsora|NOUN|Fem	expulsor|NOUN|Masc
expulsor|ADJ	expulsar|VERB
expurgo|NOUN|Masc	expurgar|VERB
exquisitez|NOUN|Fem	exquisito|ADJ
exrepresora|NOUN|Fem	exrepresor|NOUN|Masc
exrepresor|NOUN|Masc	represor|NOUN|Masc
extendido|ADJ	extender|VERB
extensibilidad|NOUN|Fem	extensible|ADJ
extensible|ADJ	extender|VERB
extensión|NOUN|Fem	extender|VERB
extensora|NOUN|Fem	extensor|NOUN|Masc
extenso|ADJ	extender|VERB
extenuación|NOUN|Fem	extenuar|VERB
extenuado|ADJ	extenuar|VERB
extenuante|ADJ	extenuar|VERB
exterioridad|NOUN|Fem	exterior|ADJ
exteriorizado|ADJ	exteriorizar|VERB
exteriorizar|VERB	exterior|ADJ
exterior|NOUN|Masc	exterior|ADJ
exterminación|NOUN|Fem	exterminar|VERB
exterminador|ADJ	exterminar|VERB
exterminado|ADJ	exterminar|VERB
externo|ADJ	exterior|ADJ
extinción|NOUN|Fem	extinguir|VERB
extinguido|ADJ	extinguir|VERB
extintora|NOUN|Fem	extintor|NOUN|Masc
extintor|NOUN|Masc	extinguir|VERB
extirpación|NOUN|Fem	extirpar|VERB
extorsionar|VERB	extorsión|NOUN|Fem
extracción|NOUN|Fem	extraer|VERB
extractora|NOUN|Fem	extractor|NOUN|Masc
extractor|NOUN|Masc	extraer|VERB
extracto|NOUN|Masc	extraer|VERB
extradición|NOUN|Fem	extraditar|VERB
extranjerismo|NOUN|Masc	extranjero|ADJ
extranjero|ADJ	extraño|ADJ
extranjero|NOUN|Masc	extranjero|ADJ
extranjería|NOUN|Fem	extranjero|NOUN|Masc
extraoficial|ADJ	oficial|ADJ
extraviado|ADJ	extraviar|VERB
extraído|ADJ	extraer|VERB
extrañado|ADJ	extrañar|VERB
extrañamiento|NOUN|Masc	extrañar|VERB
extrañar|VERB	extraño|ADJ
extrañeza|NOUN|Fem	extraño|ADJ
extremaunción|NOUN|Fem	unción|NOUN|Fem
extremidad|NOUN|Fem	extremo|ADJ
extremismo|NOUN|Masc	extremo|ADJ
extremista|ADJ	extremo|NOUN|Masc
extremista|NOUN|Masc	extremo|NOUN|Masc
extremo|NOUN|Masc	extremar|VERB;extremo|ADJ
eyaculación|NOUN|Fem	eyacular|VERB
eólico|ADJ	viento|NOUN|Masc
fabricación|NOUN|Fem	fabricar|VERB
fabricado|ADJ	fabricar|VERB
fabricante|NOUN|Masc	fabricar|VERB
fabulación|NOUN|Fem	fabular|VERB
fabulesco|ADJ	fábula|NOUN|Fem
fabuloso|ADJ	fábula|NOUN|Fem
faccionario|ADJ	facción|NOUN|Fem
facilidad|NOUN|Fem	fácil|ADJ
facilitado|ADJ	facilitar|VERB
facilitar|VERB	fácil|ADJ
facturación|NOUN|Fem	facturar|VERB
facturado|ADJ	facturar|VERB
factura|NOUN|Fem	facturar|VERB
faena|NOUN|Fem	faenar|VERB
fajo|NOUN|Masc	fajar|VERB
falacia|NOUN|Fem	falso|ADJ
faldero|ADJ	falda|NOUN|Fem
faldudo|ADJ	falda|NOUN|Fem
fallada|NOUN|Fem	fallar|VERB
fallado|ADJ	fallar|VERB
fallecido|ADJ	fallecer|VERB
fallecimiento|NOUN|Masc	fallecer|VERB
fallido|ADJ	fallar|VERB
fallo|NOUN|Masc	fallar|VERB
falo|NOUN|Masc	falar|VERB
falseamiento|NOUN|Masc	falsear|VERB
falsear|VERB	falso|ADJ
falsedad|NOUN|Fem	falso|ADJ
falsete|NOUN|Masc	falso|ADJ
falsificación|NOUN|Fem	falsificar|VERB
falsificadora|NOUN|Fem	falsificador|NOUN|Masc
falsificador|ADJ	falsificar|VERB
falsificador|NOUN|Masc	falsificar|VERB
falsificado|ADJ	falsificar|VERB
falsificar|VERB	falso|ADJ
faltado|ADJ	faltar|VERB
falta|NOUN|Fem	faltar|VERB
faltón|ADJ	faltar|VERB
familiaridad|NOUN|Fem	familiar|ADJ
familiarizado|ADJ	familiarizar|VERB
familiarizar|VERB	familiar|NOUN|Fem
familiar|ADJ	familia|NOUN|Fem
familiar|NOUN|Masc	familia|NOUN|Fem
famoso|ADJ	fama|NOUN|Fem
famélico|ADJ	hambre|NOUN|Fem
fanatismo|NOUN|Masc	fanático|ADJ
fanfarronada|NOUN|Fem	fanfarrón|ADJ
fanfarronería|NOUN|Fem	fanfarrón|ADJ
fangal|NOUN|Masc	fango|NOUN|Masc
fangoso|ADJ	fango|NOUN|Masc
fantaseador|ADJ	fantasear|VERB
fantaseado|ADJ	fantasear|VERB
fantasear|VERB	fantasía|NOUN|Fem
fantaseo|NOUN|Masc	fantasear|VERB
fantasioso|ADJ	fantasía|NOUN|Fem
fantasmal|ADJ	fantasma|NOUN|Masc
fantasma|NOUN|Masc	fantasía|NOUN|Fem
fantochada|NOUN|Fem	fantoche|NOUN|Masc
fantástico|ADJ	fantasía|NOUN|Fem
fanático|ADJ	fan|NOUN|Masc
faraona|NOUN|Fem	faraón|NOUN|Masc
fardaje|NOUN|Masc	fardar|VERB
fardo|NOUN|Masc	fardar|VERB
farmacia|NOUN|Fem	fármaco|NOUN|Masc
farmacéutica|NOUN|Fem	farmacéutico|NOUN|Masc
farmacéutico|ADJ	farmacia|NOUN|Fem
farola|NOUN|Fem	faro|NOUN|Masc
farol|NOUN|Masc	faro|NOUN|Masc
farrear|VERB	farra|NOUN|Fem
fasciculado|ADJ	fascículo|NOUN|Masc
fascinación|NOUN|Fem	fascinar|VERB
fascinador|ADJ	fascinar|VERB
fascinado|ADJ	fascinar|VERB
fascinante|ADJ	fascinar|VERB
fascista|ADJ	fascismo|NOUN|Masc
fastidiado|ADJ	fastidiar|VERB
fastidioso|ADJ	fastidiar|VERB
fastidio|NOUN|Masc	fastidiar|VERB
fastuoso|ADJ	fasto|NOUN|Masc
fatalidad|NOUN|Fem	fatal|ADJ
fatalismo|NOUN|Masc	fatal|ADJ
fatigado|ADJ	fatigar|VERB
fatiga|NOUN|Fem	fatigar|VERB
fatigoso|ADJ	fatiga|NOUN|Fem
fautora|NOUN|Fem	fautor|NOUN|Masc
favorable|ADJ	favor|NOUN|Masc
favorecedor|ADJ	favorecer|VERB
favorecer|VERB	favor|ADJ
favorecido|ADJ	favorecer|VERB
favorecimiento|NOUN|Masc	favorecer|VERB
favoritismo|NOUN|Masc	favorito|ADJ
favorito|ADJ	favor|NOUN|Masc
fealdad|NOUN|Fem	feo|ADJ
febril|ADJ	fiebre|NOUN|Fem
fechado|ADJ	fechar|VERB
fechar|VERB	fecha|NOUN|Fem
fecundable|ADJ	fecundar|VERB
fecundación|NOUN|Fem	fecundar|VERB
fecundar|VERB	fecundo|ADJ
fecundidad|NOUN|Fem	fecundo|ADJ
federación|NOUN|Fem	federar|VERB
federado|ADJ	federar|VERB
federalismo|NOUN|Masc	federal|ADJ
federal|ADJ	federar|VERB
fehaciente|ADJ	fe|NOUN|Fem
felicidades|NOUN|Fem	felicidad|NOUN|Fem
